"Latitude","Longitude","Pollutant Standard","Year","Units of Measure","Arithmetic Mean","State Name","County Name"
33.70853,-116.21537,"PM25 Annual 2012",2011,"Micrograms/cubic meter (LC)",6.996154,"California","Riverside"
33.70853,-116.21537,"PM25 Annual 2012",2011,"Micrograms/cubic meter (LC)",6.996154,"California","Riverside"
33.70853,-116.21537,"PM25 Annual 2012",2011,"Micrograms/cubic meter (LC)",6.745,"California","Riverside"
33.85275,-116.54101,"CO 1-hour 1971",2011,"Parts per million",0.140424,"California","Riverside"
33.85275,-116.54101,"NO2 1-hour 2010",2011,"Parts per billion",19.211963,"California","Riverside"
33.85275,-116.54101,"Ozone 8-hour 2015",2011,"Parts per million",0.05609,"California","Riverside"
33.85275,-116.54101,"PM25 Annual 2012",2011,"Micrograms/cubic meter (LC)",6.120175,"California","Riverside"
33.78942,-117.22764,"Ozone 8-hour 2015",2011,"Parts per million",0.052671,"California","Riverside"
33.99958,-117.41601,"CO 1-hour 1971",2011,"Parts per million",0.427642,"California","Riverside"
33.99958,-117.41601,"CO 1-hour 1971",2011,"Parts per million",0.427619,"California","Riverside"
33.99958,-117.41601,"CO 1-hour 1971",2011,"Parts per million",0.427619,"California","Riverside"
33.99958,-117.41601,"CO 1-hour 1971",2011,"Parts per million",0.31572,"California","Riverside"
33.99958,-117.41601,"SO2 1-hour 2010",2011,"Parts per billion",0.483526,"California","Riverside"
33.99958,-117.41601,"SO2 1-hour 2010",2011,"Parts per billion",1.161159,"California","Riverside"
33.99958,-117.41601,"NO2 1-hour 2010",2011,"Parts per billion",30.895035,"California","Riverside"
33.99958,-117.41601,"Ozone 8-hour 2015",2011,"Parts per million",0.056173,"California","Riverside"
33.99958,-117.41601,"Ozone 8-hour 2015",2011,"Parts per million",0.056173,"California","Riverside"
33.99958,-117.41601,"Ozone 8-hour 2015",2011,"Parts per million",0.056181,"California","Riverside"
33.99958,-117.41601,"PM25 Annual 2012",2011,"Micrograms/cubic meter (LC)",13.650432,"California","Riverside"
33.99958,-117.41601,"PM25 Annual 2012",2011,"Micrograms/cubic meter (LC)",13.543548,"California","Riverside"
33.99636,-117.4924,"CO 1-hour 1971",2011,"Parts per million",0.344778,"California","Riverside"
33.99636,-117.4924,"NO2 1-hour 2010",2011,"Parts per billion",28.202866,"California","Riverside"
33.99636,-117.4924,"Ozone 8-hour 2015",2011,"Parts per million",0.051771,"California","Riverside"
33.99636,-117.4924,"PM25 Annual 2012",2011,"Micrograms/cubic meter (LC)",15.423324,"California","Riverside"
33.67649,-117.33098,"CO 1-hour 1971",2011,"Parts per million",0.158064,"California","Riverside"
33.67649,-117.33098,"NO2 1-hour 2010",2011,"Parts per billion",22.251576,"California","Riverside"
33.67649,-117.33098,"Ozone 8-hour 2015",2011,"Parts per million",0.050061,"California","Riverside"
33.61235,-114.60209,"Ozone 8-hour 2015",2011,"Parts per million",0.042146,"California","Riverside"
38.71209,-121.38109,"CO 1-hour 1971",2011,"Parts per million",0.387282,"California","Sacramento"
38.71209,-121.38109,"NO2 1-hour 2010",2011,"Parts per billion",19.859551,"California","Sacramento"
38.71209,-121.38109,"Ozone 8-hour 2015",2011,"Parts per million",0.043393,"California","Sacramento"
38.613779,-121.368014,"CO 1-hour 1971",2011,"Parts per million",0.297282,"California","Sacramento"
38.613779,-121.368014,"SO2 1-hour 2010",2011,"Parts per billion",0.649716,"California","Sacramento"
38.613779,-121.368014,"NO2 1-hour 2010",2011,"Parts per billion",18.516854,"California","Sacramento"
38.613779,-121.368014,"Ozone 8-hour 2015",2011,"Parts per million",0.03929,"California","Sacramento"
38.613779,-121.368014,"PM25 Annual 2012",2011,"Micrograms/cubic meter (LC)",10.479661,"California","Sacramento"
38.613779,-121.368014,"PM25 Annual 2012",2011,"Micrograms/cubic meter (LC)",13.4,"California","Sacramento"
38.609905,-121.381063,"CO 1-hour 1971",2011,"Parts per million",0.532854,"California","Sacramento"
38.56844,-121.49311,"NO2 1-hour 2010",2011,"Parts per billion",23.90085,"California","Sacramento"
38.56844,-121.49311,"Ozone 8-hour 2015",2011,"Parts per million",0.037352,"California","Sacramento"
38.56844,-121.49311,"PM25 Annual 2012",2011,"Micrograms/cubic meter (LC)",10.074797,"California","Sacramento"
38.302591,-121.420838,"NO2 1-hour 2010",2011,"Parts per billion",13.578797,"California","Sacramento"
38.302591,-121.420838,"Ozone 8-hour 2015",2011,"Parts per million",0.038264,"California","Sacramento"
38.683304,-121.164457,"NO2 1-hour 2010",2011,"Parts per billion",11.804954,"California","Sacramento"
38.683304,-121.164457,"Ozone 8-hour 2015",2011,"Parts per million",0.046713,"California","Sacramento"
38.650783,-121.506767,"CO 1-hour 1971",2011,"Parts per million",0.286855,"California","Sacramento"
38.650783,-121.506767,"NO2 1-hour 2010",2011,"Parts per billion",20.216524,"California","Sacramento"
38.650783,-121.506767,"Ozone 8-hour 2015",2011,"Parts per million",0.03811,"California","Sacramento"
38.556326,-121.458499,"PM25 Annual 2012",2011,"Micrograms/cubic meter (LC)",10.075833,"California","Sacramento"
38.494475,-121.211131,"Ozone 8-hour 2015",2011,"Parts per million",0.053829,"California","Sacramento"
34.89398,-117.024804,"CO 1-hour 1971",2011,"Parts per million",0.338242,"California","San Bernardino"
34.89398,-117.024804,"NO2 1-hour 2010",2011,"Parts per billion",37.931319,"California","San Bernardino"
34.89398,-117.024804,"Ozone 8-hour 2015",2011,"Parts per million",0.048755,"California","San Bernardino"
34.2431,-117.27235,"Ozone 8-hour 2015",2011,"Parts per million",0.057877,"California","San Bernardino"
34.4251,-117.5898,"Ozone 8-hour 2015",2011,"Parts per million",0.054978,"California","San Bernardino"
34.037234,-117.690889,"PM25 Annual 2012",2011,"Micrograms/cubic meter (LC)",13.184746,"California","San Bernardino"
34.510961,-117.32554,"CO 1-hour 1971",2011,"Parts per million",0.381186,"California","San Bernardino"
34.510961,-117.32554,"SO2 1-hour 2010",2011,"Parts per billion",2.21547,"California","San Bernardino"
34.510961,-117.32554,"NO2 1-hour 2010",2011,"Parts per billion",34.127072,"California","San Bernardino"
34.510961,-117.32554,"Ozone 8-hour 2015",2011,"Parts per million",0.045579,"California","San Bernardino"
34.510961,-117.32554,"PM25 Annual 2012",2011,"Micrograms/cubic meter (LC)",6.697674,"California","San Bernardino"
34.510961,-117.32554,"PM25 Annual 2012",2011,"Micrograms/cubic meter (LC)",6.875,"California","San Bernardino"
35.1019,-115.7767,"Ozone 8-hour 2015",2011,"Parts per million",0.056118,"California","San Bernardino"
34.10374,-117.62914,"CO 1-hour 1971",2011,"Parts per million",0.427978,"California","San Bernardino"
34.10374,-117.62914,"NO2 1-hour 2010",2011,"Parts per billion",33.073765,"California","San Bernardino"
34.10374,-117.62914,"Ozone 8-hour 2015",2011,"Parts per million",0.047588,"California","San Bernardino"
35.77417,-117.3714,"SO2 1-hour 2010",2011,"Parts per billion",3.583578,"California","San Bernardino"
35.77417,-117.3714,"NO2 1-hour 2010",2011,"Parts per billion",16.964072,"California","San Bernardino"
35.77417,-117.3714,"Ozone 8-hour 2015",2011,"Parts per million",0.043533,"California","San Bernardino"
34.10002,-117.49201,"CO 1-hour 1971",2011,"Parts per million",0.319982,"California","San Bernardino"
34.10002,-117.49201,"SO2 1-hour 2010",2011,"Parts per billion",1.2941,"California","San Bernardino"
34.10002,-117.49201,"NO2 1-hour 2010",2011,"Parts per billion",37.014773,"California","San Bernardino"
34.10002,-117.49201,"Ozone 8-hour 2015",2011,"Parts per million",0.04983,"California","San Bernardino"
34.10002,-117.49201,"PM25 Annual 2012",2011,"Micrograms/cubic meter (LC)",12.533028,"California","San Bernardino"
34.41639,-117.2858,"Ozone 8-hour 2015",2011,"Parts per million",0.058219,"California","San Bernardino"
34.05977,-117.14731,"Ozone 8-hour 2015",2011,"Parts per million",0.057315,"California","San Bernardino"
34.26464,-116.86147,"PM25 Annual 2012",2011,"Micrograms/cubic meter (LC)",8.550909,"California","San Bernardino"
34.06957,-116.38893,"Ozone 8-hour 2015",2011,"Parts per million",0.060047,"California","San Bernardino"
34.106678,-117.274063,"CO 1-hour 1971",2011,"Parts per million",0.353109,"California","San Bernardino"
34.106678,-117.274063,"NO2 1-hour 2010",2011,"Parts per billion",30.347712,"California","San Bernardino"
34.106678,-117.274063,"Ozone 8-hour 2015",2011,"Parts per million",0.049561,"California","San Bernardino"
34.106678,-117.274063,"PM25 Annual 2012",2011,"Micrograms/cubic meter (LC)",12.022772,"California","San Bernardino"
34.193925,-116.914063,"Ozone 8-hour 2015",2011,"Parts per million",0.045138,"California","San Bernardino"
32.631242,-117.059088,"SO2 1-hour 2010",2011,"Parts per billion",1.390533,"California","San Diego"
32.631242,-117.059088,"NO2 1-hour 2010",2011,"Parts per billion",24.960784,"California","San Diego"
32.631242,-117.059088,"Ozone 8-hour 2015",2011,"Parts per million",0.038052,"California","San Diego"
32.631242,-117.059088,"PM25 Annual 2012",2011,"Micrograms/cubic meter (LC)",10.001869,"California","San Diego"
32.791194,-116.942092,"CO 1-hour 1971",2011,"Parts per million",0.372462,"California","San Diego"
32.791194,-116.942092,"SO2 1-hour 2010",2011,"Parts per billion",0.361891,"California","San Diego"
32.791194,-116.942092,"NO2 1-hour 2010",2011,"Parts per billion",21.962428,"California","San Diego"
32.791194,-116.942092,"Ozone 8-hour 2015",2011,"Parts per million",0.04315,"California","San Diego"
32.791194,-116.942092,"PM25 Annual 2012",2011,"Micrograms/cubic meter (LC)",10.572358,"California","San Diego"
32.836461,-117.128752,"NO2 1-hour 2010",2011,"Parts per billion",24.906832,"California","San Diego"
32.836461,-117.128752,"Ozone 8-hour 2015",2011,"Parts per million",0.043193,"California","San Diego"
32.836461,-117.128752,"PM25 Annual 2012",2011,"Micrograms/cubic meter (LC)",8.969421,"California","San Diego"
32.952124,-117.264088,"Ozone 8-hour 2015",2011,"Parts per million",0.041329,"California","San Diego"
33.127769,-117.075086,"CO 1-hour 1971",2011,"Parts per million",0.539327,"California","San Diego"
33.127769,-117.075086,"NO2 1-hour 2010",2011,"Parts per billion",24.126246,"California","San Diego"
33.127769,-117.075086,"Ozone 8-hour 2015",2011,"Parts per million",0.043822,"California","San Diego"
33.127769,-117.075086,"PM25 Annual 2012",2011,"Micrograms/cubic meter (LC)",10.391667,"California","San Diego"
32.842318,-116.768293,"NO2 1-hour 2010",2011,"Parts per billion",14.138138,"California","San Diego"
32.842318,-116.768293,"Ozone 8-hour 2015",2011,"Parts per million",0.050831,"California","San Diego"
33.217055,-117.396177,"NO2 1-hour 2010",2011,"Parts per billion",19.503165,"California","San Diego"
33.217055,-117.396177,"Ozone 8-hour 2015",2011,"Parts per million",0.041763,"California","San Diego"
33.217055,-117.396177,"PM25 Annual 2012",2011,"Micrograms/cubic meter (LC)",11.971154,"California","San Diego"
32.701492,-117.149653,"CO 1-hour 1971",2011,"Parts per million",0.513205,"California","San Diego"
32.701492,-117.149653,"SO2 1-hour 2010",2011,"Parts per billion",1.867816,"California","San Diego"
32.701492,-117.149653,"NO2 1-hour 2010",2011,"Parts per billion",27.916905,"California","San Diego"
32.701492,-117.149653,"Ozone 8-hour 2015",2011,"Parts per million",0.037552,"California","San Diego"
32.701492,-117.149653,"PM25 Annual 2012",2011,"Micrograms/cubic meter (LC)",10.885876,"California","San Diego"
32.725226,-116.365203,"Ozone 8-hour 2015",2011,"Parts per million",0.017723,"California","San Diego"
32.845709,-117.123964,"Ozone 8-hour 2015",2011,"Parts per million",0.043215,"California","San Diego"
33.362593,-117.09023,"Ozone 8-hour 2015",2011,"Parts per million",0.04662,"California","San Diego"
33.362593,-117.09023,"PM25 Annual 2012",2011,"Micrograms/cubic meter (LC)",9.806232,"California","San Diego"
32.552164,-116.937772,"SO2 1-hour 2010",2011,"Parts per billion",4.530387,"California","San Diego"
32.552164,-116.937772,"NO2 1-hour 2010",2011,"Parts per billion",36.460674,"California","San Diego"
32.552164,-116.937772,"Ozone 8-hour 2015",2011,"Parts per million",0.037169,"California","San Diego"
37.765946,-122.399044,"CO 1-hour 1971",2011,"Parts per million",0.243385,"California","San Francisco"
37.765946,-122.399044,"NO2 1-hour 2010",2011,"Parts per billion",30.954131,"California","San Francisco"
37.765946,-122.399044,"Ozone 8-hour 2015",2011,"Parts per million",0.027703,"California","San Francisco"
37.765946,-122.399044,"PM25 Annual 2012",2011,"Micrograms/cubic meter (LC)",9.525,"California","San Francisco"
37.950741,-121.268523,"CO 1-hour 1971",2011,"Parts per million",0.243579,"California","San Joaquin"
37.950741,-121.268523,"NO2 1-hour 2010",2011,"Parts per billion",27.602778,"California","San Joaquin"
37.950741,-121.268523,"Ozone 8-hour 2015",2011,"Parts per million",0.034709,"California","San Joaquin"
37.950741,-121.268523,"PM25 Annual 2012",2011,"Micrograms/cubic meter (LC)",11.322192,"California","San Joaquin"
37.950741,-121.268523,"PM25 Annual 2012",2011,"Micrograms/cubic meter (LC)",13.929526,"California","San Joaquin"
37.793392,-121.247874,"PM25 Annual 2012",2011,"Micrograms/cubic meter (LC)",10.805114,"California","San Joaquin"
37.682635,-121.442495,"NO2 1-hour 2010",2011,"Parts per billion",14.718475,"California","San Joaquin"
37.682635,-121.442495,"Ozone 8-hour 2015",2011,"Parts per million",0.043649,"California","San Joaquin"
35.614668,-120.656912,"Ozone 8-hour 2015",2011,"Parts per million",0.038682,"California","San Luis Obispo"
35.02083,-120.56388,"SO2 1-hour 2010",2011,"Parts per billion",1.135693,"California","San Luis Obispo"
35.02083,-120.56388,"PM25 Annual 2012",2011,"Micrograms/cubic meter (LC)",8.30226,"California","San Luis Obispo"
35.25651,-120.6693,"Ozone 8-hour 2015",2011,"Parts per million",0.036219,"California","San Luis Obispo"
35.25651,-120.6693,"PM25 Annual 2012",2011,"Micrograms/cubic meter (LC)",4.264286,"California","San Luis Obispo"
35.25651,-120.6693,"PM25 Annual 2012",2011,"Micrograms/cubic meter (LC)",7.368132,"California","San Luis Obispo"
35.04673,-120.58777,"PM25 Annual 2012",2011,"Micrograms/cubic meter (LC)",11.927697,"California","San Luis Obispo"
35.36631,-120.84271,"NO2 1-hour 2010",2011,"Parts per billion",11.273481,"California","San Luis Obispo"
35.36631,-120.84271,"Ozone 8-hour 2015",2011,"Parts per million",0.034916,"California","San Luis Obispo"
35.03146,-120.50103,"NO2 1-hour 2010",2011,"Parts per billion",9.297994,"California","San Luis Obispo"
35.03146,-120.50103,"Ozone 8-hour 2015",2011,"Parts per million",0.038213,"California","San Luis Obispo"
35.49158,-120.66804,"NO2 1-hour 2010",2011,"Parts per billion",17.164804,"California","San Luis Obispo"
35.49158,-120.66804,"Ozone 8-hour 2015",2011,"Parts per million",0.036034,"California","San Luis Obispo"
35.49158,-120.66804,"PM25 Annual 2012",2011,"Micrograms/cubic meter (LC)",7.548611,"California","San Luis Obispo"
35.64368,-120.23135,"Ozone 8-hour 2015",2011,"Parts per million",0.048762,"California","San Luis Obispo"
35.35472,-120.04019,"Ozone 8-hour 2015",2011,"Parts per million",0.047164,"California","San Luis Obispo"
37.482934,-122.20337,"CO 1-hour 1971",2011,"Parts per million",0.492672,"California","San Mateo"
37.482934,-122.20337,"NO2 1-hour 2010",2011,"Parts per billion",22.69012,"California","San Mateo"
37.482934,-122.20337,"Ozone 8-hour 2015",2011,"Parts per million",0.028585,"California","San Mateo"
37.482934,-122.20337,"PM25 Annual 2012",2011,"Micrograms/cubic meter (LC)",8.206667,"California","San Mateo"
37.482934,-122.20337,"PM25 Annual 2012",2011,"Micrograms/cubic meter (LC)",8.740909,"California","San Mateo"
34.46245,-120.02551,"SO2 1-hour 2010",2011,"Parts per billion",0.484932,"California","Santa Barbara"
34.46245,-120.02551,"NO2 1-hour 2010",2011,"Parts per billion",9.939726,"California","Santa Barbara"
34.46245,-120.02551,"Ozone 8-hour 2015",2011,"Parts per million",0.039478,"California","Santa Barbara"
34.427775,-119.691218,"CO 1-hour 1971",2011,"Parts per million",0.20038,"California","Santa Barbara"
34.427775,-119.691218,"NO2 1-hour 2010",2011,"Parts per billion",19.587896,"California","Santa Barbara"
34.427775,-119.691218,"Ozone 8-hour 2015",2011,"Parts per million",0.039053,"California","Santa Barbara"
34.427775,-119.691218,"PM25 Annual 2012",2011,"Micrograms/cubic meter (LC)",11.00169,"California","Santa Barbara"
34.942872,-120.435611,"CO 1-hour 1971",2011,"Parts per million",0.223379,"California","Santa Barbara"
34.942872,-120.435611,"NO2 1-hour 2010",2011,"Parts per billion",16.234807,"California","Santa Barbara"
34.942872,-120.435611,"Ozone 8-hour 2015",2011,"Parts per million",0.033912,"California","Santa Barbara"
34.942872,-120.435611,"PM25 Annual 2012",2011,"Micrograms/cubic meter (LC)",7.753463,"California","Santa Barbara"
34.725352,-120.428717,"SO2 1-hour 2010",2011,"Parts per billion",1.633609,"California","Santa Barbara"
34.725352,-120.428717,"NO2 1-hour 2010",2011,"Parts per billion",3.684932,"California","Santa Barbara"
34.725352,-120.428717,"Ozone 8-hour 2015",2011,"Parts per million",0.044209,"California","Santa Barbara"
34.54166,-119.79146,"NO2 1-hour 2010",2011,"Parts per billion",1.647222,"California","Santa Barbara"
34.54166,-119.79146,"Ozone 8-hour 2015",2011,"Parts per million",0.042558,"California","Santa Barbara"
34.52744,-120.1965,"NO2 1-hour 2010",2011,"Parts per billion",8.288462,"California","Santa Barbara"
34.52744,-120.1965,"Ozone 8-hour 2015",2011,"Parts per million",0.035809,"California","Santa Barbara"
34.414942,-119.879511,"SO2 1-hour 2010",2011,"Parts per billion",1.233516,"California","Santa Barbara"
34.403052,-119.457914,"NO2 1-hour 2010",2011,"Parts per billion",4.188366,"California","Santa Barbara"
34.403052,-119.457914,"Ozone 8-hour 2015",2011,"Parts per million",0.043782,"California","Santa Barbara"
34.48974,-120.04692,"CO 1-hour 1971",2011,"Parts per million",0.143562,"California","Santa Barbara"
34.48974,-120.04692,"SO2 1-hour 2010",2011,"Parts per billion",1.654286,"California","Santa Barbara"
34.48974,-120.04692,"NO2 1-hour 2010",2011,"Parts per billion",4.176638,"California","Santa Barbara"
34.48974,-120.04692,"Ozone 8-hour 2015",2011,"Parts per million",0.042458,"California","Santa Barbara"
34.63782,-120.4575,"CO 1-hour 1971",2011,"Parts per million",0.255516,"California","Santa Barbara"
34.63782,-120.4575,"SO2 1-hour 2010",2011,"Parts per billion",1.70028,"California","Santa Barbara"
34.63782,-120.4575,"NO2 1-hour 2010",2011,"Parts per billion",10.566667,"California","Santa Barbara"
34.63782,-120.4575,"Ozone 8-hour 2015",2011,"Parts per million",0.034189,"California","Santa Barbara"
34.44551,-119.8284,"CO 1-hour 1971",2011,"Parts per million",0.166857,"California","Santa Barbara"
34.44551,-119.8284,"NO2 1-hour 2010",2011,"Parts per billion",13.85124,"California","Santa Barbara"
34.44551,-119.8284,"Ozone 8-hour 2015",2011,"Parts per million",0.036334,"California","Santa Barbara"
34.605819,-120.075069,"Ozone 8-hour 2015",2011,"Parts per million",0.038036,"California","Santa Barbara"
34.5959,-120.631315,"CO 1-hour 1971",2011,"Parts per million",0.152481,"California","Santa Barbara"
34.5959,-120.631315,"SO2 1-hour 2010",2011,"Parts per billion",1.587571,"California","Santa Barbara"
34.5959,-120.631315,"NO2 1-hour 2010",2011,"Parts per billion",1.525568,"California","Santa Barbara"
34.5959,-120.631315,"Ozone 8-hour 2015",2011,"Parts per million",0.04066,"California","Santa Barbara"
36.999571,-121.574684,"Ozone 8-hour 2015",2011,"Parts per million",0.037771,"California","Santa Clara"
36.999571,-121.574684,"PM25 Annual 2012",2011,"Micrograms/cubic meter (LC)",8.090085,"California","Santa Clara"
37.348497,-121.894898,"CO 1-hour 1971",2011,"Parts per million",0.368979,"California","Santa Clara"
37.348497,-121.894898,"SO2 1-hour 2010",2011,"Parts per billion",0.942493,"California","Santa Clara"
37.348497,-121.894898,"NO2 1-hour 2010",2011,"Parts per billion",26.281461,"California","Santa Clara"
37.348497,-121.894898,"Ozone 8-hour 2015",2011,"Parts per million",0.031276,"California","Santa Clara"
37.348497,-121.894898,"PM25 Annual 2012",2011,"Micrograms/cubic meter (LC)",10.931356,"California","Santa Clara"
37.226862,-121.979675,"Ozone 8-hour 2015",2011,"Parts per million",0.033195,"California","Santa Clara"
37.079379,-121.600031,"Ozone 8-hour 2015",2011,"Parts per million",0.039619,"California","Santa Clara"
37.318435,-122.069705,"CO 1-hour 1971",2011,"Parts per million",0.36281,"California","Santa Clara"
37.318435,-122.069705,"SO2 1-hour 2010",2011,"Parts per billion",2.473389,"California","Santa Clara"
37.318435,-122.069705,"NO2 1-hour 2010",2011,"Parts per billion",18.286835,"California","Santa Clara"
37.318435,-122.069705,"Ozone 8-hour 2015",2011,"Parts per million",0.032894,"California","Santa Clara"
37.011894,-122.194413,"Ozone 8-hour 2015",2011,"Parts per million",0.033442,"California","Santa Cruz"
36.98332,-121.98822,"Ozone 8-hour 2015",2011,"Parts per million",0.032524,"California","Santa Cruz"
36.98332,-121.98822,"PM25 Annual 2012",2011,"Micrograms/cubic meter (LC)",6.463842,"California","Santa Cruz"
40.55013,-122.38092,"Ozone 8-hour 2015",2011,"Parts per million",0.033884,"California","Shasta"
40.55013,-122.38092,"PM25 Annual 2012",2011,"Micrograms/cubic meter (LC)",5.298214,"California","Shasta"
40.452913,-122.298866,"Ozone 8-hour 2015",2011,"Parts per million",0.03256,"California","Shasta"
40.689253,-122.402194,"Ozone 8-hour 2015",2011,"Parts per million",0.038305,"California","Shasta"
40.53999,-121.57646,"Ozone 8-hour 2015",2011,"Parts per million",0.046568,"California","Shasta"
40.6304,-122.4031,"PM25 Annual 2012",2011,"Micrograms/cubic meter (LC)",6.301887,"California","Shasta"
40.69184,-122.40179,"PM25 Annual 2012",2011,"Micrograms/cubic meter (LC)",4.030508,"California","Shasta"
38.102507,-122.237976,"CO 1-hour 1971",2011,"Parts per million",0.410694,"California","Solano"
38.102507,-122.237976,"SO2 1-hour 2010",2011,"Parts per billion",1.579722,"California","Solano"
38.102507,-122.237976,"NO2 1-hour 2010",2011,"Parts per billion",20.347222,"California","Solano"
38.102507,-122.237976,"Ozone 8-hour 2015",2011,"Parts per million",0.031816,"California","Solano"
38.102507,-122.237976,"PM25 Annual 2012",2011,"Micrograms/cubic meter (LC)",12.709615,"California","Solano"
38.102507,-122.237976,"PM25 Annual 2012",2011,"Micrograms/cubic meter (LC)",10.076404,"California","Solano"
38.227066,-122.075624,"Ozone 8-hour 2015",2011,"Parts per million",0.03805,"California","Solano"
38.35655,-121.94986,"Ozone 8-hour 2015",2011,"Parts per million",0.036565,"California","Solano"
38.443503,-122.710169,"CO 1-hour 1971",2011,"Parts per million",0.429912,"California","Sonoma"
38.443503,-122.710169,"NO2 1-hour 2010",2011,"Parts per billion",17.546111,"California","Sonoma"
38.443503,-122.710169,"Ozone 8-hour 2015",2011,"Parts per million",0.026483,"California","Sonoma"
38.443503,-122.710169,"PM25 Annual 2012",2011,"Micrograms/cubic meter (LC)",8.615254,"California","Sonoma"
38.654069,-122.901857,"Ozone 8-hour 2015",2011,"Parts per million",0.029994,"California","Sonoma"
37.642165,-120.994212,"CO 1-hour 1971",2011,"Parts per million",0.25354,"California","Stanislaus"
37.642165,-120.994212,"Ozone 8-hour 2015",2011,"Parts per million",0.037132,"California","Stanislaus"
37.642165,-120.994212,"PM25 Annual 2012",2011,"Micrograms/cubic meter (LC)",12.86,"California","Stanislaus"
37.642165,-120.994212,"PM25 Annual 2012",2011,"Micrograms/cubic meter (LC)",14.673425,"California","Stanislaus"
37.488317,-120.836008,"CO 1-hour 1971",2011,"Parts per million",0.35499,"California","Stanislaus"
37.488317,-120.836008,"NO2 1-hour 2010",2011,"Parts per billion",21.68254,"California","Stanislaus"
37.488317,-120.836008,"Ozone 8-hour 2015",2011,"Parts per million",0.045671,"California","Stanislaus"
37.488317,-120.836008,"PM25 Annual 2012",2011,"Micrograms/cubic meter (LC)",17.225978,"California","Stanislaus"
39.138773,-121.618549,"NO2 1-hour 2010",2011,"Parts per billion",20.169863,"California","Sutter"
39.138773,-121.618549,"Ozone 8-hour 2015",2011,"Parts per million",0.036291,"California","Sutter"
39.138773,-121.618549,"PM25 Annual 2012",2011,"Micrograms/cubic meter (LC)",7.980126,"California","Sutter"
39.138773,-121.618549,"PM25 Annual 2012",2011,"Micrograms/cubic meter (LC)",8.134277,"California","Sutter"
39.138773,-121.618549,"PM25 Annual 2012",2011,"Micrograms/cubic meter (LC)",8.134277,"California","Sutter"
39.205572,-121.820362,"Ozone 8-hour 2015",2011,"Parts per million",0.050189,"California","Sutter"
36.566128,-118.7777,"Ozone 8-hour 2015",2011,"Parts per million",0.048554,"California","Tulare"
36.48947,-118.82915,"Ozone 8-hour 2015",2011,"Parts per million",0.054889,"California","Tulare"
36.332179,-119.291228,"NO2 1-hour 2010",2011,"Parts per billion",23.91092,"California","Tulare"
36.332179,-119.291228,"Ozone 8-hour 2015",2011,"Parts per million",0.044288,"California","Tulare"
36.332179,-119.291228,"PM25 Annual 2012",2011,"Micrograms/cubic meter (LC)",16.375893,"California","Tulare"
36.031831,-119.055018,"Ozone 8-hour 2015",2011,"Parts per million",0.05517,"California","Tulare"
34.210169,-118.870509,"Ozone 8-hour 2015",2011,"Parts per million",0.049427,"California","Ventura"
34.210169,-118.870509,"PM25 Annual 2012",2011,"Micrograms/cubic meter (LC)",8.663934,"California","Ventura"
34.210169,-118.870509,"PM25 Annual 2012",2011,"Micrograms/cubic meter (LC)",8.833898,"California","Ventura"
34.404281,-118.80998,"Ozone 8-hour 2015",2011,"Parts per million",0.046713,"California","Ventura"
34.404281,-118.80998,"PM25 Annual 2012",2011,"Micrograms/cubic meter (LC)",7.727119,"California","Ventura"
34.44806,-119.2313,"Ozone 8-hour 2015",2011,"Parts per million",0.046901,"California","Ventura"
34.276316,-118.683685,"NO2 1-hour 2010",2011,"Parts per billion",20.530387,"California","Ventura"
34.276316,-118.683685,"Ozone 8-hour 2015",2011,"Parts per million",0.048424,"California","Ventura"
34.276316,-118.683685,"PM25 Annual 2012",2011,"Micrograms/cubic meter (LC)",8.768696,"California","Ventura"
34.280401,-119.314557,"Ozone 8-hour 2015",2011,"Parts per million",0.040804,"California","Ventura"
34.25239,-119.143182,"NO2 1-hour 2010",2011,"Parts per billion",16.810056,"California","Ventura"
34.25239,-119.143182,"Ozone 8-hour 2015",2011,"Parts per million",0.041102,"California","Ventura"
34.25239,-119.143182,"PM25 Annual 2012",2011,"Micrograms/cubic meter (LC)",8.87479,"California","Ventura"
38.53445,-121.7734,"NO2 1-hour 2010",2011,"Parts per billion",16.157895,"California","Yolo"
38.53445,-121.7734,"Ozone 8-hour 2015",2011,"Parts per million",0.040415,"California","Yolo"
38.66121,-121.73269,"Ozone 8-hour 2015",2011,"Parts per million",0.039755,"California","Yolo"
38.66121,-121.73269,"PM25 Annual 2012",2011,"Micrograms/cubic meter (LC)",7.466102,"California","Yolo"
37.687526,-121.784217,"NO2 1-hour 2010",2012,"Parts per billion",21.812707,"California","Alameda"
37.687526,-121.784217,"Ozone 8-hour 2015",2012,"Parts per million",0.037733,"California","Alameda"
37.687526,-121.784217,"PM25 Annual 2012",2012,"Micrograms/cubic meter (LC)",6.532873,"California","Alameda"
37.743065,-122.169935,"CO 1-hour 1971",2012,"Parts per million",0.27524,"California","Alameda"
37.743065,-122.169935,"NO2 1-hour 2010",2012,"Parts per billion",23.344663,"California","Alameda"
37.743065,-122.169935,"Ozone 8-hour 2015",2012,"Parts per million",0.024952,"California","Alameda"
37.743065,-122.169935,"PM25 Annual 2012",2012,"Micrograms/cubic meter (LC)",9.479722,"California","Alameda"
37.814781,-122.282347,"CO 1-hour 1971",2012,"Parts per million",0.477134,"California","Alameda"
37.814781,-122.282347,"SO2 1-hour 2010",2012,"Parts per billion",2.581818,"California","Alameda"
